receipe,ingredients
Tortillas stuffed with chicken and salad,"1 small onion, chopped"
Tortillas stuffed with chicken and salad,"1 red pepper, sliced"
Tortillas stuffed with chicken and salad,"1 boneless, skinless, chicken breast, sliced (150g)"
Tortillas stuffed with chicken and salad,"1 x 400g tin red kidney beans, drained and rinsed"
Tortillas stuffed with chicken and salad,1 tbsp half-fat crème fraiche
Tortillas stuffed with chicken and salad,2 small flour tortillas
Tortillas stuffed with chicken and salad,"1 carrot, peeled and grated"
Tortillas stuffed with chicken and salad,60g mixed salad leaves
Tortillas stuffed with chicken and salad,freshly ground black pepper
Tortillas stuffed with chicken and salad,Ingredients
Tortillas stuffed with chicken and salad,4 large skinless chicken thighs (100g each)
Tortillas stuffed with chicken and salad,4 cinnamon sticks
Tortillas stuffed with chicken and salad,"2 cloves garlic, crushed"
Tortillas stuffed with chicken and salad,2 tsp paprika
Tortillas stuffed with chicken and salad,1 tsp cumin
Tortillas stuffed with chicken and salad,1 tbsp olive oil
Tortillas stuffed with chicken and salad,"2 carrots, chopped"
Tortillas stuffed with chicken and salad,"150g French beans, halved"
Tortillas stuffed with chicken and salad,1 tsp turmeric
Tortillas stuffed with chicken and salad,25g green olives
Tortillas stuffed with chicken and salad,75g ready-to-eat dried apricots
Tortillas stuffed with chicken and salad,grated rind and juice 1 lemon
Tortillas stuffed with chicken and salad,"2 tbsp fresh mint chopped, plus extra to garnish"
Tortillas stuffed with chicken and salad,200ml low-salt chicken stock
Tortillas stuffed with chicken and salad,freshly ground black pepper
Moroccan-style chicken,Ingredients
Moroccan-style chicken,1 tsp olive oil
Moroccan-style chicken,"1 small onion, chopped"
Moroccan-style chicken,"1 red pepper, sliced"
Moroccan-style chicken,"1 boneless, skinless, chicken breast, sliced (150g)"
Moroccan-style chicken,"1 x 400g tin red kidney beans, drained and rinsed"
Moroccan-style chicken,1 tbsp half-fat crème fraiche
Moroccan-style chicken,2 small flour tortillas
Moroccan-style chicken,"1 carrot, peeled and grated"
Moroccan-style chicken,60g mixed salad leaves
Moroccan-style chicken,freshly ground black pepper
Moroccan-style chicken,Ingredients
Moroccan-style chicken,4 large skinless chicken thighs (100g each)
Moroccan-style chicken,4 cinnamon sticks
Moroccan-style chicken,"2 cloves garlic, crushed"
Moroccan-style chicken,2 tsp paprika
Moroccan-style chicken,1 tsp cumin
Moroccan-style chicken,1 tbsp olive oil
Moroccan-style chicken,"2 carrots, chopped"
Moroccan-style chicken,"150g French beans, halved"
Moroccan-style chicken,1 tsp turmeric
Moroccan-style chicken,25g green olives
Moroccan-style chicken,75g ready-to-eat dried apricots
Moroccan-style chicken,grated rind and juice 1 lemon
Moroccan-style chicken,"2 tbsp fresh mint chopped, plus extra to garnish"
Moroccan-style chicken,200ml low-salt chicken stock
Moroccan-style chicken,freshly ground black pepper
Tomato sauce,Ingredients
Tomato sauce,2 tsp olive oil
Tomato sauce,"1 onion, finely chopped"
Tomato sauce,"2 cloves garlic, sliced"
Tomato sauce,400g tin tomatoes
Tomato sauce,1 tbsp tomato puree
Tomato sauce,1 heaped tsp dried oregano
Tomato sauce,good pinch black pepper
Tomato sauce,5-6 fresh basil leaves
Tomato sauce,Ingredients
Tomato sauce,half tsp oil
Tomato sauce,"1 small onion, chopped"
Tomato sauce,"1 large potato, cubed (250g)"
Tomato sauce,1 tbsp medium curry paste or powder
Tomato sauce,"200g cauliflower, cut into florets"
Tomato sauce,50g frozen peas
Tomato sauce,400g tin reduced-sugar and salt baked beans
Mixed vegetable and bean curry,Ingredients
Mixed vegetable and bean curry,2 tsp olive oil
Mixed vegetable and bean curry,"1 onion, finely chopped"
Mixed vegetable and bean curry,"2 cloves garlic, sliced"
Mixed vegetable and bean curry,400g tin tomatoes
Mixed vegetable and bean curry,1 tbsp tomato puree
Mixed vegetable and bean curry,1 heaped tsp dried oregano
Mixed vegetable and bean curry,good pinch black pepper
Mixed vegetable and bean curry,5-6 fresh basil leaves
Mixed vegetable and bean curry,Ingredients
Mixed vegetable and bean curry,half tsp oil
Mixed vegetable and bean curry,"1 small onion, chopped"
Mixed vegetable and bean curry,"1 large potato, cubed (250g)"
Mixed vegetable and bean curry,1 tbsp medium curry paste or powder
Mixed vegetable and bean curry,"200g cauliflower, cut into florets"
Mixed vegetable and bean curry,50g frozen peas
Mixed vegetable and bean curry,400g tin reduced-sugar and salt baked beans
"Tomato, olive, asparagus and bean salad",Ingredients
"Tomato, olive, asparagus and bean salad","10 asparagus stems, trimmed and halved"
"Tomato, olive, asparagus and bean salad","400g tin cooked, rinsed and drained haricot beans"
"Tomato, olive, asparagus and bean salad","4 medium tomatoes, cut into wedges"
"Tomato, olive, asparagus and bean salad","40g green olives in brine, drained and sliced"
"Tomato, olive, asparagus and bean salad",40g fresh basil
"Tomato, olive, asparagus and bean salad",1 tsp finely grated lemon zest
"Tomato, olive, asparagus and bean salad",1 tbsp olive oil
"Tomato, olive, asparagus and bean salad",1 tbsp balsamic vinegar
"Tomato, olive, asparagus and bean salad",2 tsp lemon juice
"Tomato, olive, asparagus and bean salad",Ingredients
"Tomato, olive, asparagus and bean salad",1 tbsp sunflower oil
"Tomato, olive, asparagus and bean salad","1 onion, finely chopped"
"Tomato, olive, asparagus and bean salad","1 clove garlic, crushed"
"Tomato, olive, asparagus and bean salad","1 red pepper, chopped small"
"Tomato, olive, asparagus and bean salad",1 green pepper chopped small
"Tomato, olive, asparagus and bean salad","1 red chilli, deseeded and finely chopped"
"Tomato, olive, asparagus and bean salad","2 x 400g tin mixed pulses, drained and rinsed"
"Tomato, olive, asparagus and bean salad",400g tin chopped tomatoes
"Tomato, olive, asparagus and bean salad",2 tbsp tomato puree
"Tomato, olive, asparagus and bean salad",50g frozen sweetcorn (defrosted)
"Tomato, olive, asparagus and bean salad",1 tsp ground cumin
"Tomato, olive, asparagus and bean salad",1 tsp dried oregano
"Tomato, olive, asparagus and bean salad",freshly ground black pepper
"Tomato, olive, asparagus and bean salad","2 tbsp fresh coriander, chopped"
"Tomato, olive, asparagus and bean salad","200g white basmati rice, cooked as per packet instructions"
Mixed bean chilli,Ingredients
Mixed bean chilli,"10 asparagus stems, trimmed and halved"
Mixed bean chilli,"400g tin cooked, rinsed and drained haricot beans"
Mixed bean chilli,"4 medium tomatoes, cut into wedges"
Mixed bean chilli,"40g green olives in brine, drained and sliced"
Mixed bean chilli,40g fresh basil
Mixed bean chilli,1 tsp finely grated lemon zest
Mixed bean chilli,1 tbsp olive oil
Mixed bean chilli,1 tbsp balsamic vinegar
Mixed bean chilli,2 tsp lemon juice
Mixed bean chilli,Ingredients
Mixed bean chilli,1 tbsp sunflower oil
Mixed bean chilli,"1 onion, finely chopped"
Mixed bean chilli,"1 clove garlic, crushed"
Mixed bean chilli,"1 red pepper, chopped small"
Mixed bean chilli,1 green pepper chopped small
Mixed bean chilli,"1 red chilli, deseeded and finely chopped"
Mixed bean chilli,"2 x 400g tin mixed pulses, drained and rinsed"
Mixed bean chilli,400g tin chopped tomatoes
Mixed bean chilli,2 tbsp tomato puree
Mixed bean chilli,50g frozen sweetcorn (defrosted)
Mixed bean chilli,1 tsp ground cumin
Mixed bean chilli,1 tsp dried oregano
Mixed bean chilli,freshly ground black pepper
Mixed bean chilli,"2 tbsp fresh coriander, chopped"
Mixed bean chilli,"200g white basmati rice, cooked as per packet instructions"
Tomato and tuna pasta,Ingredients
Tomato and tuna pasta,1 tsp rapeseed oil
Tomato and tuna pasta,"1 small onion, thinly sliced"
Tomato and tuna pasta,"1 clove garlic, finely chopped"
Tomato and tuna pasta,1 tsp chilli flakes (optional)
Tomato and tuna pasta,400g tin plum tomatoes
Tomato and tuna pasta,150g dried wholemeal spaghetti or pasta shapes
Tomato and tuna pasta,"185g tin tuna in water, drained and flaked"
Tomato and tuna pasta,"10g grated Parmesan cheese and basil leaves, to serve (optional)"
Tomato and tuna pasta,Ingredients
Tomato and tuna pasta,15g vegetable oil-based spread
Tomato and tuna pasta,"1 large onion, chopped"
Tomato and tuna pasta,1 bay leaf
Tomato and tuna pasta,"2 sticks celery, finely sliced"
Tomato and tuna pasta,"450g floury potatoes, cubed"
Tomato and tuna pasta,25g desiccated coconut
Tomato and tuna pasta,600ml skimmed milk
Tomato and tuna pasta,600ml fish stock
Tomato and tuna pasta,"450g mixed boneless, skinless fish fillet, cubed"
Tomato and tuna pasta,100g cooked peeled prawns
Tomato and tuna pasta,125g frozen peas
Tomato and tuna pasta,125g frozen sweetcorn kernels
Tomato and tuna pasta,To serve:
Tomato and tuna pasta,"3 tbsp fresh parsley, chopped"
Mixed fish chowder,Ingredients
Mixed fish chowder,1 tsp rapeseed oil
Mixed fish chowder,"1 small onion, thinly sliced"
Mixed fish chowder,"1 clove garlic, finely chopped"
Mixed fish chowder,1 tsp chilli flakes (optional)
Mixed fish chowder,400g tin plum tomatoes
Mixed fish chowder,150g dried wholemeal spaghetti or pasta shapes
Mixed fish chowder,"185g tin tuna in water, drained and flaked"
Mixed fish chowder,"10g grated Parmesan cheese and basil leaves, to serve (optional)"
Mixed fish chowder,Ingredients
Mixed fish chowder,15g vegetable oil-based spread
Mixed fish chowder,"1 large onion, chopped"
Mixed fish chowder,1 bay leaf
Mixed fish chowder,"2 sticks celery, finely sliced"
Mixed fish chowder,"450g floury potatoes, cubed"
Mixed fish chowder,25g desiccated coconut
Mixed fish chowder,600ml skimmed milk
Mixed fish chowder,600ml fish stock
Mixed fish chowder,"450g mixed boneless, skinless fish fillet, cubed"
Mixed fish chowder,100g cooked peeled prawns
Mixed fish chowder,125g frozen peas
Mixed fish chowder,125g frozen sweetcorn kernels
Mixed fish chowder,To serve:
Mixed fish chowder,"3 tbsp fresh parsley, chopped"
Tomato bagels,Ingredients
Tomato bagels,"4 medium vine tomatoes, halved"
Tomato bagels,1 tsp rapeseed oil
Tomato bagels,"1 large leek, shredded"
Tomato bagels,2 wholemeal bagels
Tomato bagels,60g fat-free Quark
Tomato bagels,"3 tsp fresh chives, chopped and 1 tsp to garnish"
Tomato bagels,freshly ground black pepper
Tomato bagels,Ingredients
Tomato bagels,"2 aubergines (550g), sliced"
Tomato bagels,"2 courgettes (360g), sliced lengthways"
Tomato bagels,1 tbsp balsamic vinegar
Tomato bagels,"10g mint, shredded"
Tomato bagels,1 tbsp extra-virgin olive oil
Tomato bagels,good grind black pepper
Tomato bagels,1 tbsp pine nuts
Tomato bagels,1x 80g bag fresh rocket
Tomato bagels,"1 x 400g tin cannellini beans, drained (240g drained weight)"
Tomato bagels,"1 small red onion (120g), very thinly sliced"
Minted aubergine with spinach and pine nuts,Ingredients
Minted aubergine with spinach and pine nuts,"4 medium vine tomatoes, halved"
Minted aubergine with spinach and pine nuts,1 tsp rapeseed oil
Minted aubergine with spinach and pine nuts,"1 large leek, shredded"
Minted aubergine with spinach and pine nuts,2 wholemeal bagels
Minted aubergine with spinach and pine nuts,60g fat-free Quark
Minted aubergine with spinach and pine nuts,"3 tsp fresh chives, chopped and 1 tsp to garnish"
Minted aubergine with spinach and pine nuts,freshly ground black pepper
Minted aubergine with spinach and pine nuts,Ingredients
Minted aubergine with spinach and pine nuts,"2 aubergines (550g), sliced"
Minted aubergine with spinach and pine nuts,"2 courgettes (360g), sliced lengthways"
Minted aubergine with spinach and pine nuts,1 tbsp balsamic vinegar
Minted aubergine with spinach and pine nuts,"10g mint, shredded"
Minted aubergine with spinach and pine nuts,1 tbsp extra-virgin olive oil
Minted aubergine with spinach and pine nuts,good grind black pepper
Minted aubergine with spinach and pine nuts,1 tbsp pine nuts
Minted aubergine with spinach and pine nuts,1x 80g bag fresh rocket
Minted aubergine with spinach and pine nuts,"1 x 400g tin cannellini beans, drained (240g drained weight)"
Minted aubergine with spinach and pine nuts,"1 small red onion (120g), very thinly sliced"
Tomato and red pepper risotto,Ingredients
Tomato and red pepper risotto,1 tbsp rapeseed oil
Tomato and red pepper risotto,"1 small onion, finely chopped"
Tomato and red pepper risotto,100g risotto rice
Tomato and red pepper risotto,"400g tin plum tomatoes, juice and flesh puréed"
Tomato and red pepper risotto,150ml low-salt vegetable stock
Tomato and red pepper risotto,"1 tbsp fresh Parmesan cheese, grated"
Tomato and red pepper risotto,"400g tin pimentos, drained and flesh sliced"
Tomato and red pepper risotto,freshly ground black pepper
Tomato and red pepper risotto,Ingredients
Tomato and red pepper risotto,"8 sheets of filo pastry, (in 24x8 cm squares, 40g each)"
Tomato and red pepper risotto,6 sprays of oil
Tomato and red pepper risotto,200g pumpkin or butternut squash
Tomato and red pepper risotto,2 tsp granulated sweetener
Tomato and red pepper risotto,"2 eggs, beaten"
Tomato and red pepper risotto,half tsp nutmeg
Tomato and red pepper risotto,half tsp cinnamon
Tomato and red pepper risotto,half tsp ground ginger
Tomato and red pepper risotto,pinch ground cloves
Tomato and red pepper risotto,2 tbsp 0% fat Greek yogurt
Tomato and red pepper risotto,10g pumpkin seeds
Tomato and red pepper risotto,zest 1 orange
Mini filo pumpkin pies,Ingredients
Mini filo pumpkin pies,1 tbsp rapeseed oil
Mini filo pumpkin pies,"1 small onion, finely chopped"
Mini filo pumpkin pies,100g risotto rice
Mini filo pumpkin pies,"400g tin plum tomatoes, juice and flesh puréed"
Mini filo pumpkin pies,150ml low-salt vegetable stock
Mini filo pumpkin pies,"1 tbsp fresh Parmesan cheese, grated"
Mini filo pumpkin pies,"400g tin pimentos, drained and flesh sliced"
Mini filo pumpkin pies,freshly ground black pepper
Mini filo pumpkin pies,Ingredients
Mini filo pumpkin pies,"8 sheets of filo pastry, (in 24x8 cm squares, 40g each)"
Mini filo pumpkin pies,6 sprays of oil
Mini filo pumpkin pies,200g pumpkin or butternut squash
Mini filo pumpkin pies,2 tsp granulated sweetener
Mini filo pumpkin pies,"2 eggs, beaten"
Mini filo pumpkin pies,half tsp nutmeg
Mini filo pumpkin pies,half tsp cinnamon
Mini filo pumpkin pies,half tsp ground ginger
Mini filo pumpkin pies,pinch ground cloves
Mini filo pumpkin pies,2 tbsp 0% fat Greek yogurt
Mini filo pumpkin pies,10g pumpkin seeds
Mini filo pumpkin pies,zest 1 orange
Tofu stuffed mushrooms,Ingredients
Tofu stuffed mushrooms,"2 large Portobello mushrooms, stems removed and reserved"
Tofu stuffed mushrooms,1 tsp rapeseed oil
Tofu stuffed mushrooms,"3 spring onions, finely chopped"
Tofu stuffed mushrooms,"150g firm tofu, finely chopped"
Tofu stuffed mushrooms,"100g frozen spinach, defrosted and water squeezed out"
Tofu stuffed mushrooms,good pinch black pepper
Tofu stuffed mushrooms,2 tsp tahini
Tofu stuffed mushrooms,1 tsp Dijon mustard
Tofu stuffed mushrooms,"1 tbsp fresh basil, chopped"
Tofu stuffed mushrooms,"6 cherry tomatoes, chopped"
Tofu stuffed mushrooms,Ingredients
Tofu stuffed mushrooms,"2 eggs, beaten"
Tofu stuffed mushrooms,1 tbsp 0% yogurt
Tofu stuffed mushrooms,1 tsp almond extract
Tofu stuffed mushrooms,50ml skimmed milk
Tofu stuffed mushrooms,100g wholemeal flour
Tofu stuffed mushrooms,half tsp baking powder
Tofu stuffed mushrooms,3 tsp granulated sweetener
Tofu stuffed mushrooms,1 tsp mixed spice
Tofu stuffed mushrooms,1 tsp cinnamon
Tofu stuffed mushrooms,3 oranges – juice and zest 1 orange + segments
Tofu stuffed mushrooms,zest 2 oranges to serve
Tofu stuffed mushrooms,80g dried mixed fruit
Tofu stuffed mushrooms,1 tbsp pomegranate seeds
Mini spiced orange pancakes,Ingredients
Mini spiced orange pancakes,"2 large Portobello mushrooms, stems removed and reserved"
Mini spiced orange pancakes,1 tsp rapeseed oil
Mini spiced orange pancakes,"3 spring onions, finely chopped"
Mini spiced orange pancakes,"150g firm tofu, finely chopped"
Mini spiced orange pancakes,"100g frozen spinach, defrosted and water squeezed out"
Mini spiced orange pancakes,good pinch black pepper
Mini spiced orange pancakes,2 tsp tahini
Mini spiced orange pancakes,1 tsp Dijon mustard
Mini spiced orange pancakes,"1 tbsp fresh basil, chopped"
Mini spiced orange pancakes,"6 cherry tomatoes, chopped"
Mini spiced orange pancakes,Ingredients
Mini spiced orange pancakes,"2 eggs, beaten"
Mini spiced orange pancakes,1 tbsp 0% yogurt
Mini spiced orange pancakes,1 tsp almond extract
Mini spiced orange pancakes,50ml skimmed milk
Mini spiced orange pancakes,100g wholemeal flour
Mini spiced orange pancakes,half tsp baking powder
Mini spiced orange pancakes,3 tsp granulated sweetener
Mini spiced orange pancakes,1 tsp mixed spice
Mini spiced orange pancakes,1 tsp cinnamon
Mini spiced orange pancakes,3 oranges – juice and zest 1 orange + segments
Mini spiced orange pancakes,zest 2 oranges to serve
Mini spiced orange pancakes,80g dried mixed fruit
Mini spiced orange pancakes,1 tbsp pomegranate seeds
Tofu noodle stir fry,Ingredients
Tofu noodle stir fry,225g block firm tofu
Tofu noodle stir fry,oil spray
Tofu noodle stir fry,"2 long shallots, peeled and sliced"
Tofu noodle stir fry,"2 orange peppers, sliced"
Tofu noodle stir fry,"2.5cm piece fresh ginger, finely chopped"
Tofu noodle stir fry,"225g pack baby corn, carrots and mangetout"
Tofu noodle stir fry,225g beansprouts
Tofu noodle stir fry,225g straight-to-wok noodles
Tofu noodle stir fry,1 tbsp reduced-salt soy sauce
Tofu noodle stir fry,freshly ground black pepper
Tofu noodle stir fry,Ingredients
Tofu noodle stir fry,350g mixed vine fruits
Tofu noodle stir fry,"3 dried figs, chopped"
Tofu noodle stir fry,1 tsp mixed spice
Tofu noodle stir fry,1 tsp ground cinnamon
Tofu noodle stir fry,1 tsp ground ginger
Tofu noodle stir fry,pinch ground cloves
Tofu noodle stir fry,250ml boiling water
Tofu noodle stir fry,1 large banana (150g)
Tofu noodle stir fry,"1 unpeeled apple, grated"
Tofu noodle stir fry,75g fine oatmeal
Tofu noodle stir fry,60g ground almonds
Tofu noodle stir fry,25g sunflower seeds
Tofu noodle stir fry,grated zest 1 orange
Tofu noodle stir fry,"2 tsp sunflower oil, for oiling"
Mini Christmas puddings,Ingredients
Mini Christmas puddings,225g block firm tofu
Mini Christmas puddings,oil spray
Mini Christmas puddings,"2 long shallots, peeled and sliced"
Mini Christmas puddings,"2 orange peppers, sliced"
Mini Christmas puddings,"2.5cm piece fresh ginger, finely chopped"
Mini Christmas puddings,"225g pack baby corn, carrots and mangetout"
Mini Christmas puddings,225g beansprouts
Mini Christmas puddings,225g straight-to-wok noodles
Mini Christmas puddings,1 tbsp reduced-salt soy sauce
Mini Christmas puddings,freshly ground black pepper
Mini Christmas puddings,Ingredients
Mini Christmas puddings,350g mixed vine fruits
Mini Christmas puddings,"3 dried figs, chopped"
Mini Christmas puddings,1 tsp mixed spice
Mini Christmas puddings,1 tsp ground cinnamon
Mini Christmas puddings,1 tsp ground ginger
Mini Christmas puddings,pinch ground cloves
Mini Christmas puddings,250ml boiling water
Mini Christmas puddings,1 large banana (150g)
Mini Christmas puddings,"1 unpeeled apple, grated"
Mini Christmas puddings,75g fine oatmeal
Mini Christmas puddings,60g ground almonds
Mini Christmas puddings,25g sunflower seeds
Mini Christmas puddings,grated zest 1 orange
Mini Christmas puddings,"2 tsp sunflower oil, for oiling"
Tiny crab tartlets,Ingredients
Tiny crab tartlets,36 little pastry cases (mini croustades)
Tiny crab tartlets,"1 egg, beaten"
Tiny crab tartlets,4 tbsp half-fat crème fraiche
Tiny crab tartlets,"1 tbsp fresh chives, snipped"
Tiny crab tartlets,pinch paprika
Tiny crab tartlets,1 tbsp finely grated Parmesan cheese
Tiny crab tartlets,225g fresh white crab meat
Tiny crab tartlets,freshly ground black pepper
Tiny crab tartlets,Ingredients
Tiny crab tartlets,200g wholemeal flour
Tiny crab tartlets,1 tsp baking powder
Tiny crab tartlets,"1 medium egg, beaten"
Tiny crab tartlets,250ml skimmed milk
Tiny crab tartlets,1 tsp vanilla extract
Tiny crab tartlets,200g fresh blueberries
Tiny crab tartlets,2 tsp sunflower oil
Tiny crab tartlets,1 tsp caster sugar (optional)
Mini blueberry pancakes,Ingredients
Mini blueberry pancakes,36 little pastry cases (mini croustades)
Mini blueberry pancakes,"1 egg, beaten"
Mini blueberry pancakes,4 tbsp half-fat crème fraiche
Mini blueberry pancakes,"1 tbsp fresh chives, snipped"
Mini blueberry pancakes,pinch paprika
Mini blueberry pancakes,1 tbsp finely grated Parmesan cheese
Mini blueberry pancakes,225g fresh white crab meat
Mini blueberry pancakes,freshly ground black pepper
Mini blueberry pancakes,Ingredients
Mini blueberry pancakes,200g wholemeal flour
Mini blueberry pancakes,1 tsp baking powder
Mini blueberry pancakes,"1 medium egg, beaten"
Mini blueberry pancakes,250ml skimmed milk
Mini blueberry pancakes,1 tsp vanilla extract
Mini blueberry pancakes,200g fresh blueberries
Mini blueberry pancakes,2 tsp sunflower oil
Mini blueberry pancakes,1 tsp caster sugar (optional)
Thai style noodles with gingered pork,Ingredients
Thai style noodles with gingered pork,1 tsp oil
Thai style noodles with gingered pork,"100g pork fillet, sliced"
Thai style noodles with gingered pork,"2.5cm root ginger, peeled and grated"
Thai style noodles with gingered pork,"1 bunch spring onions, sliced"
Thai style noodles with gingered pork,"100g mangetout, halved"
Thai style noodles with gingered pork,"1 red pepper, sliced"
Thai style noodles with gingered pork,"1 small carrot, thinly sliced"
Thai style noodles with gingered pork,"1 clove garlic, crushed"
Thai style noodles with gingered pork,2 tbsp Thai green curry paste
Thai style noodles with gingered pork,150g rice noodles (dry weight)
Thai style noodles with gingered pork,150ml reduced-fat coconut milk
Thai style noodles with gingered pork,Ingredients
Thai style noodles with gingered pork,"8–10 slices thin-cut white bread, crusts removed (240g)"
Thai style noodles with gingered pork,500g bag frozen mixed summer fruits
Thai style noodles with gingered pork,"artificial sweetener, to taste"
Mini summer puddings,Ingredients
Mini summer puddings,1 tsp oil
Mini summer puddings,"100g pork fillet, sliced"
Mini summer puddings,"2.5cm root ginger, peeled and grated"
Mini summer puddings,"1 bunch spring onions, sliced"
Mini summer puddings,"100g mangetout, halved"
Mini summer puddings,"1 red pepper, sliced"
Mini summer puddings,"1 small carrot, thinly sliced"
Mini summer puddings,"1 clove garlic, crushed"
Mini summer puddings,2 tbsp Thai green curry paste
Mini summer puddings,150g rice noodles (dry weight)
Mini summer puddings,150ml reduced-fat coconut milk
Mini summer puddings,Ingredients
Mini summer puddings,"8–10 slices thin-cut white bread, crusts removed (240g)"
Mini summer puddings,500g bag frozen mixed summer fruits
Mini summer puddings,"artificial sweetener, to taste"
Thai chicken stir fry,Ingredients
Thai chicken stir fry,1 tsp sunflower/rapeseed oil
Thai chicken stir fry,"2 boneless, skinless chicken breast, thinly sliced"
Thai chicken stir fry,"2 cloves garlic, sliced"
Thai chicken stir fry,"2.5cm fresh ginger, peeled and grated"
Thai chicken stir fry,"1 red chilli, finely sliced"
Thai chicken stir fry,"1 bunch spring onions, sliced"
Thai chicken stir fry,"1 red pepper, seeded and cubed"
Thai chicken stir fry,zest and juice 1 lime
Thai chicken stir fry,large bunch basil
Thai chicken stir fry,1 tbsp reduced-salt soy sauce
Thai chicken stir fry,Ingredients
Thai chicken stir fry,For the pastry:
Thai chicken stir fry,150g wholemeal flour
Thai chicken stir fry,75ml rapeseed oil
Thai chicken stir fry,50ml cool water
Thai chicken stir fry,For the filling:
Thai chicken stir fry,150g vegetarian mincemeat
Thai chicken stir fry,"75g apple, grated and unpeeled"
Thai chicken stir fry,"50g carrot, grated"
Thai chicken stir fry,1 tbsp sunflower seeds
Thai chicken stir fry,1 heaped tsp mixed spice
Thai chicken stir fry,For the toppings:
Thai chicken stir fry,"half apple, finely chopped"
Thai chicken stir fry,"half pear, finely chopped"
Thai chicken stir fry,dash lemon juice
Thai chicken stir fry,"1 fresh fig, cut into small wedges"
Thai chicken stir fry,3 walnut halves
Thai chicken stir fry,"3 glacé cherries, halved"
Thai chicken stir fry,"2 tsp toasted, flaked almonds"
Thai chicken stir fry,grated orange zest
Mince pies,Ingredients
Mince pies,1 tsp sunflower/rapeseed oil
Mince pies,"2 boneless, skinless chicken breast, thinly sliced"
Mince pies,"2 cloves garlic, sliced"
Mince pies,"2.5cm fresh ginger, peeled and grated"
Mince pies,"1 red chilli, finely sliced"
Mince pies,"1 bunch spring onions, sliced"
Mince pies,"1 red pepper, seeded and cubed"
Mince pies,zest and juice 1 lime
Mince pies,large bunch basil
Mince pies,1 tbsp reduced-salt soy sauce
Mince pies,Ingredients
Mince pies,For the pastry:
Mince pies,150g wholemeal flour
Mince pies,75ml rapeseed oil
Mince pies,50ml cool water
Mince pies,For the filling:
Mince pies,150g vegetarian mincemeat
Mince pies,"75g apple, grated and unpeeled"
Mince pies,"50g carrot, grated"
Mince pies,1 tbsp sunflower seeds
Mince pies,1 heaped tsp mixed spice
Mince pies,For the toppings:
Mince pies,"half apple, finely chopped"
Mince pies,"half pear, finely chopped"
Mince pies,dash lemon juice
Mince pies,"1 fresh fig, cut into small wedges"
Mince pies,3 walnut halves
Mince pies,"3 glacé cherries, halved"
Mince pies,"2 tsp toasted, flaked almonds"
Mince pies,grated orange zest
Thai cod cakes with chilli dipping sauce,Ingredients
Thai cod cakes with chilli dipping sauce,450g fresh cod
Thai cod cakes with chilli dipping sauce,2 tbsp red Thai curry paste
Thai cod cakes with chilli dipping sauce,1 egg yolk
Thai cod cakes with chilli dipping sauce,"75g French beans, finely sliced"
Thai cod cakes with chilli dipping sauce,"3 tbsp fresh coriander, finely chopped"
Thai cod cakes with chilli dipping sauce,1 tbsp rapeseed oil
Thai cod cakes with chilli dipping sauce,zest 1 lime
Thai cod cakes with chilli dipping sauce,For the chilli dipping sauce:
Thai cod cakes with chilli dipping sauce,1 tbsp runny honey
Thai cod cakes with chilli dipping sauce,1 tbsp chilli sauce
Thai cod cakes with chilli dipping sauce,juice 1 lime
Thai cod cakes with chilli dipping sauce,"2 tbsp fresh coriander, chopped"
Thai cod cakes with chilli dipping sauce,freshly ground black pepper
Thai cod cakes with chilli dipping sauce,Ingredients
Thai cod cakes with chilli dipping sauce,1 tsp rapeseed oil
Thai cod cakes with chilli dipping sauce,"1 onion, diced"
Thai cod cakes with chilli dipping sauce,"100g mushrooms, chopped"
Thai cod cakes with chilli dipping sauce,250g lean minced beef
Thai cod cakes with chilli dipping sauce,"1 carrot, diced small"
Thai cod cakes with chilli dipping sauce,"150g sweet potato, peeled and diced into small pieces"
Thai cod cakes with chilli dipping sauce,2 tsp plain flour
Thai cod cakes with chilli dipping sauce,1 tsp tomato puree
Thai cod cakes with chilli dipping sauce,good pinch white pepper
Thai cod cakes with chilli dipping sauce,pinch dried thyme
Thai cod cakes with chilli dipping sauce,"1 reduced-salt beef stock cube, dissolved in 300ml water"
Thai cod cakes with chilli dipping sauce,75g defrosted frozen peas
Thai cod cakes with chilli dipping sauce,2 sprays rapeseed oil
Thai cod cakes with chilli dipping sauce,150g filo pastry (approx. 3 sheets)
Minced beef and vegetable filo pie,Ingredients
Minced beef and vegetable filo pie,450g fresh cod
Minced beef and vegetable filo pie,2 tbsp red Thai curry paste
Minced beef and vegetable filo pie,1 egg yolk
Minced beef and vegetable filo pie,"75g French beans, finely sliced"
Minced beef and vegetable filo pie,"3 tbsp fresh coriander, finely chopped"
Minced beef and vegetable filo pie,1 tbsp rapeseed oil
Minced beef and vegetable filo pie,zest 1 lime
Minced beef and vegetable filo pie,For the chilli dipping sauce:
Minced beef and vegetable filo pie,1 tbsp runny honey
Minced beef and vegetable filo pie,1 tbsp chilli sauce
Minced beef and vegetable filo pie,juice 1 lime
Minced beef and vegetable filo pie,"2 tbsp fresh coriander, chopped"
Minced beef and vegetable filo pie,freshly ground black pepper
Minced beef and vegetable filo pie,Ingredients
Minced beef and vegetable filo pie,1 tsp rapeseed oil
Minced beef and vegetable filo pie,"1 onion, diced"
Minced beef and vegetable filo pie,"100g mushrooms, chopped"
