,Hb,Date,Dates,Time
6786,5.0,2020-10-09 18:00:00,2020-10-09,18:00:00
6787,3.0,2020-10-09 19:00:00,2020-10-09,19:00:00
6788,2.0,2020-10-09 20:00:00,2020-10-09,20:00:00
6789,3.0,2020-10-09 21:00:00,2020-10-09,21:00:00
6790,3.0,2020-10-09 22:00:00,2020-10-09,22:00:00
6791,3.0,2020-10-09 23:00:00,2020-10-09,23:00:00
6792,2.0,2020-10-10 00:00:00,2020-10-10,00:00:00
6793,3.0,2020-10-10 01:00:00,2020-10-10,01:00:00
6794,1.0,2020-10-10 02:00:00,2020-10-10,02:00:00
6795,3.0,2020-10-10 03:00:00,2020-10-10,03:00:00
6796,1.0,2020-10-10 04:00:00,2020-10-10,04:00:00
6797,3.0,2020-10-10 05:00:00,2020-10-10,05:00:00
6798,1.0,2020-10-10 06:00:00,2020-10-10,06:00:00
6799,1.0,2020-10-10 07:00:00,2020-10-10,07:00:00
6800,2.0,2020-10-10 08:00:00,2020-10-10,08:00:00
6801,2.0,2020-10-10 09:00:00,2020-10-10,09:00:00
6802,2.0,2020-10-10 10:00:00,2020-10-10,10:00:00
6803,3.0,2020-10-10 11:00:00,2020-10-10,11:00:00
6804,4.0,2020-10-10 12:00:00,2020-10-10,12:00:00
6805,2.0,2020-10-10 13:00:00,2020-10-10,13:00:00
6806,3.0,2020-10-10 14:00:00,2020-10-10,14:00:00
6807,5.0,2020-10-10 15:00:00,2020-10-10,15:00:00
6808,3.0,2020-10-10 16:00:00,2020-10-10,16:00:00
6809,1.0,2020-10-10 17:00:00,2020-10-10,17:00:00
6810,3.0,2020-10-10 18:00:00,2020-10-10,18:00:00
6811,1.0,2020-10-10 19:00:00,2020-10-10,19:00:00
6812,3.0,2020-10-10 20:00:00,2020-10-10,20:00:00
6813,5.0,2020-10-10 21:00:00,2020-10-10,21:00:00
6814,2.0,2020-10-10 22:00:00,2020-10-10,22:00:00
6815,1.0,2020-10-10 23:00:00,2020-10-10,23:00:00
6816,5.0,2020-10-11 00:00:00,2020-10-11,00:00:00
6817,1.0,2020-10-11 01:00:00,2020-10-11,01:00:00
6818,3.0,2020-10-11 02:00:00,2020-10-11,02:00:00
6819,2.0,2020-10-11 03:00:00,2020-10-11,03:00:00
6820,5.0,2020-10-11 04:00:00,2020-10-11,04:00:00
6821,6.0,2020-10-11 05:00:00,2020-10-11,05:00:00
6822,1.0,2020-10-11 06:00:00,2020-10-11,06:00:00
6823,1.0,2020-10-11 07:00:00,2020-10-11,07:00:00
6824,7.0,2020-10-11 08:00:00,2020-10-11,08:00:00
6825,4.0,2020-10-11 09:00:00,2020-10-11,09:00:00
6826,2.0,2020-10-11 10:00:00,2020-10-11,10:00:00
6827,0.0,2020-10-11 11:00:00,2020-10-11,11:00:00
6828,2.0,2020-10-11 12:00:00,2020-10-11,12:00:00
6829,0.0,2020-10-11 13:00:00,2020-10-11,13:00:00
6830,2.0,2020-10-11 14:00:00,2020-10-11,14:00:00
6831,3.0,2020-10-11 15:00:00,2020-10-11,15:00:00
6832,5.0,2020-10-11 16:00:00,2020-10-11,16:00:00
6833,0.0,2020-10-11 17:00:00,2020-10-11,17:00:00
6834,6.0,2020-10-11 18:00:00,2020-10-11,18:00:00
6835,2.0,2020-10-11 19:00:00,2020-10-11,19:00:00
6836,5.0,2020-10-11 20:00:00,2020-10-11,20:00:00
6837,2.0,2020-10-11 21:00:00,2020-10-11,21:00:00
6838,3.0,2020-10-11 22:00:00,2020-10-11,22:00:00
6839,5.0,2020-10-11 23:00:00,2020-10-11,23:00:00
6840,2.0,2020-10-12 00:00:00,2020-10-12,00:00:00
6841,6.0,2020-10-12 01:00:00,2020-10-12,01:00:00
6842,3.0,2020-10-12 02:00:00,2020-10-12,02:00:00
6843,2.0,2020-10-12 03:00:00,2020-10-12,03:00:00
6844,2.0,2020-10-12 04:00:00,2020-10-12,04:00:00
6845,7.0,2020-10-12 05:00:00,2020-10-12,05:00:00
6846,3.0,2020-10-12 06:00:00,2020-10-12,06:00:00
6847,4.0,2020-10-12 07:00:00,2020-10-12,07:00:00
6848,2.0,2020-10-12 08:00:00,2020-10-12,08:00:00
6849,2.0,2020-10-12 09:00:00,2020-10-12,09:00:00
6850,2.0,2020-10-12 10:00:00,2020-10-12,10:00:00
6851,1.0,2020-10-12 11:00:00,2020-10-12,11:00:00
6852,2.0,2020-10-12 12:00:00,2020-10-12,12:00:00
6853,2.0,2020-10-12 13:00:00,2020-10-12,13:00:00
6854,2.0,2020-10-12 14:00:00,2020-10-12,14:00:00
6855,1.0,2020-10-12 15:00:00,2020-10-12,15:00:00
6856,3.0,2020-10-12 16:00:00,2020-10-12,16:00:00
6857,2.0,2020-10-12 17:00:00,2020-10-12,17:00:00
6858,1.0,2020-10-12 18:00:00,2020-10-12,18:00:00
6859,3.0,2020-10-12 19:00:00,2020-10-12,19:00:00
6860,2.0,2020-10-12 20:00:00,2020-10-12,20:00:00
6861,4.0,2020-10-12 21:00:00,2020-10-12,21:00:00
6862,2.0,2020-10-12 22:00:00,2020-10-12,22:00:00
6863,3.0,2020-10-12 23:00:00,2020-10-12,23:00:00
6864,1.0,2020-10-13 00:00:00,2020-10-13,00:00:00
6865,6.0,2020-10-13 01:00:00,2020-10-13,01:00:00
6866,7.0,2020-10-13 02:00:00,2020-10-13,02:00:00
6867,1.0,2020-10-13 03:00:00,2020-10-13,03:00:00
6868,2.0,2020-10-13 04:00:00,2020-10-13,04:00:00
6869,6.0,2020-10-13 05:00:00,2020-10-13,05:00:00
6870,3.0,2020-10-13 06:00:00,2020-10-13,06:00:00
6871,0.0,2020-10-13 07:00:00,2020-10-13,07:00:00
6872,4.0,2020-10-13 08:00:00,2020-10-13,08:00:00
6873,0.0,2020-10-13 09:00:00,2020-10-13,09:00:00
6874,3.0,2020-10-13 10:00:00,2020-10-13,10:00:00
6875,2.0,2020-10-13 11:00:00,2020-10-13,11:00:00
6876,6.0,2020-10-13 12:00:00,2020-10-13,12:00:00
6877,5.0,2020-10-13 13:00:00,2020-10-13,13:00:00
6878,4.0,2020-10-13 14:00:00,2020-10-13,14:00:00
6879,3.0,2020-10-13 15:00:00,2020-10-13,15:00:00
6880,6.0,2020-10-13 16:00:00,2020-10-13,16:00:00
6881,4.0,2020-10-13 17:00:00,2020-10-13,17:00:00
6882,3.0,2020-10-13 18:00:00,2020-10-13,18:00:00
6883,4.0,2020-10-13 19:00:00,2020-10-13,19:00:00
6884,3.0,2020-10-13 20:00:00,2020-10-13,20:00:00
6885,2.0,2020-10-13 21:00:00,2020-10-13,21:00:00
6886,4.0,2020-10-13 22:00:00,2020-10-13,22:00:00
6887,2.0,2020-10-13 23:00:00,2020-10-13,23:00:00
6888,0.0,2020-10-14 00:00:00,2020-10-14,00:00:00
6889,1.0,2020-10-14 01:00:00,2020-10-14,01:00:00
6890,0.0,2020-10-14 02:00:00,2020-10-14,02:00:00
6891,4.0,2020-10-14 03:00:00,2020-10-14,03:00:00
6892,6.0,2020-10-14 04:00:00,2020-10-14,04:00:00
6893,1.0,2020-10-14 05:00:00,2020-10-14,05:00:00
6894,3.0,2020-10-14 06:00:00,2020-10-14,06:00:00
6895,6.0,2020-10-14 07:00:00,2020-10-14,07:00:00
6896,4.0,2020-10-14 08:00:00,2020-10-14,08:00:00
6897,3.0,2020-10-14 09:00:00,2020-10-14,09:00:00
6898,5.0,2020-10-14 10:00:00,2020-10-14,10:00:00
6899,1.0,2020-10-14 11:00:00,2020-10-14,11:00:00
6900,2.0,2020-10-14 12:00:00,2020-10-14,12:00:00
6901,1.0,2020-10-14 13:00:00,2020-10-14,13:00:00
6902,2.0,2020-10-14 14:00:00,2020-10-14,14:00:00
6903,1.0,2020-10-14 15:00:00,2020-10-14,15:00:00
6904,4.0,2020-10-14 16:00:00,2020-10-14,16:00:00
6905,1.0,2020-10-14 17:00:00,2020-10-14,17:00:00
6906,2.0,2020-10-14 18:00:00,2020-10-14,18:00:00
6907,2.0,2020-10-14 19:00:00,2020-10-14,19:00:00
6908,6.0,2020-10-14 20:00:00,2020-10-14,20:00:00
6909,4.0,2020-10-14 21:00:00,2020-10-14,21:00:00
6910,4.0,2020-10-14 22:00:00,2020-10-14,22:00:00
6911,0.0,2020-10-14 23:00:00,2020-10-14,23:00:00
6912,1.0,2020-10-15 00:00:00,2020-10-15,00:00:00
6913,4.0,2020-10-15 01:00:00,2020-10-15,01:00:00
6914,4.0,2020-10-15 02:00:00,2020-10-15,02:00:00
6915,1.0,2020-10-15 03:00:00,2020-10-15,03:00:00
6916,2.0,2020-10-15 04:00:00,2020-10-15,04:00:00
6917,1.0,2020-10-15 05:00:00,2020-10-15,05:00:00
6918,2.0,2020-10-15 06:00:00,2020-10-15,06:00:00
6919,1.0,2020-10-15 07:00:00,2020-10-15,07:00:00
6920,1.0,2020-10-15 08:00:00,2020-10-15,08:00:00
6921,1.0,2020-10-15 09:00:00,2020-10-15,09:00:00
6922,3.0,2020-10-15 10:00:00,2020-10-15,10:00:00
6923,2.0,2020-10-15 11:00:00,2020-10-15,11:00:00
6924,4.0,2020-10-15 12:00:00,2020-10-15,12:00:00
6925,5.0,2020-10-15 13:00:00,2020-10-15,13:00:00
6926,4.0,2020-10-15 14:00:00,2020-10-15,14:00:00
6927,4.0,2020-10-15 15:00:00,2020-10-15,15:00:00
6928,3.0,2020-10-15 16:00:00,2020-10-15,16:00:00
6929,0.0,2020-10-15 17:00:00,2020-10-15,17:00:00
6930,6.0,2020-10-15 18:00:00,2020-10-15,18:00:00
6931,5.0,2020-10-15 19:00:00,2020-10-15,19:00:00
6932,4.0,2020-10-15 20:00:00,2020-10-15,20:00:00
6933,1.0,2020-10-15 21:00:00,2020-10-15,21:00:00
6934,3.0,2020-10-15 22:00:00,2020-10-15,22:00:00
6935,4.0,2020-10-15 23:00:00,2020-10-15,23:00:00
6936,1.0,2020-10-16 00:00:00,2020-10-16,00:00:00
6937,0.0,2020-10-16 01:00:00,2020-10-16,01:00:00
6938,7.0,2020-10-16 02:00:00,2020-10-16,02:00:00
6939,5.0,2020-10-16 03:00:00,2020-10-16,03:00:00
6940,2.0,2020-10-16 04:00:00,2020-10-16,04:00:00
6941,5.0,2020-10-16 05:00:00,2020-10-16,05:00:00
6942,4.0,2020-10-16 06:00:00,2020-10-16,06:00:00
6943,4.0,2020-10-16 07:00:00,2020-10-16,07:00:00
6944,4.0,2020-10-16 08:00:00,2020-10-16,08:00:00
6945,2.0,2020-10-16 09:00:00,2020-10-16,09:00:00
6946,1.0,2020-10-16 10:00:00,2020-10-16,10:00:00
6947,4.0,2020-10-16 11:00:00,2020-10-16,11:00:00
6948,2.0,2020-10-16 12:00:00,2020-10-16,12:00:00
6949,4.0,2020-10-16 13:00:00,2020-10-16,13:00:00
6950,6.0,2020-10-16 14:00:00,2020-10-16,14:00:00
6951,5.0,2020-10-16 15:00:00,2020-10-16,15:00:00
6952,2.0,2020-10-16 16:00:00,2020-10-16,16:00:00
6953,4.0,2020-10-16 17:00:00,2020-10-16,17:00:00
6954,3.0,2020-10-16 18:00:00,2020-10-16,18:00:00
6955,0.0,2020-10-16 19:00:00,2020-10-16,19:00:00
6956,0.0,2020-10-16 20:00:00,2020-10-16,20:00:00
6957,3.0,2020-10-16 21:00:00,2020-10-16,21:00:00
6958,4.0,2020-10-16 22:00:00,2020-10-16,22:00:00
6959,1.0,2020-10-16 23:00:00,2020-10-16,23:00:00
6960,3.0,2020-10-17 00:00:00,2020-10-17,00:00:00
6961,2.0,2020-10-17 01:00:00,2020-10-17,01:00:00
6962,1.0,2020-10-17 02:00:00,2020-10-17,02:00:00
6963,2.0,2020-10-17 03:00:00,2020-10-17,03:00:00
6964,0.0,2020-10-17 04:00:00,2020-10-17,04:00:00
6965,9.0,2020-10-17 05:00:00,2020-10-17,05:00:00
6966,1.0,2020-10-17 06:00:00,2020-10-17,06:00:00
6967,7.0,2020-10-17 07:00:00,2020-10-17,07:00:00
6968,1.0,2020-10-17 08:00:00,2020-10-17,08:00:00
6969,5.0,2020-10-17 09:00:00,2020-10-17,09:00:00
6970,1.0,2020-10-17 10:00:00,2020-10-17,10:00:00
6971,3.0,2020-10-17 11:00:00,2020-10-17,11:00:00
6972,2.0,2020-10-17 12:00:00,2020-10-17,12:00:00
6973,2.0,2020-10-17 13:00:00,2020-10-17,13:00:00
6974,3.0,2020-10-17 14:00:00,2020-10-17,14:00:00
6975,2.0,2020-10-17 15:00:00,2020-10-17,15:00:00
6976,3.0,2020-10-17 16:00:00,2020-10-17,16:00:00
6977,7.0,2020-10-17 17:00:00,2020-10-17,17:00:00
6978,0.0,2020-10-17 18:00:00,2020-10-17,18:00:00
6979,4.0,2020-10-17 19:00:00,2020-10-17,19:00:00
6980,2.0,2020-10-17 20:00:00,2020-10-17,20:00:00
6981,7.0,2020-10-17 21:00:00,2020-10-17,21:00:00
6982,3.0,2020-10-17 22:00:00,2020-10-17,22:00:00
6983,5.0,2020-10-17 23:00:00,2020-10-17,23:00:00
6984,5.0,2020-10-18 00:00:00,2020-10-18,00:00:00
6985,2.0,2020-10-18 01:00:00,2020-10-18,01:00:00
6986,6.0,2020-10-18 02:00:00,2020-10-18,02:00:00
6987,3.0,2020-10-18 03:00:00,2020-10-18,03:00:00
6988,4.0,2020-10-18 04:00:00,2020-10-18,04:00:00
6989,3.0,2020-10-18 05:00:00,2020-10-18,05:00:00
6990,2.0,2020-10-18 06:00:00,2020-10-18,06:00:00
6991,0.0,2020-10-18 07:00:00,2020-10-18,07:00:00
6992,3.0,2020-10-18 08:00:00,2020-10-18,08:00:00
6993,3.0,2020-10-18 09:00:00,2020-10-18,09:00:00
6994,7.0,2020-10-18 10:00:00,2020-10-18,10:00:00
6995,1.0,2020-10-18 11:00:00,2020-10-18,11:00:00
6996,3.0,2020-10-18 12:00:00,2020-10-18,12:00:00
6997,2.0,2020-10-18 13:00:00,2020-10-18,13:00:00
6998,2.0,2020-10-18 14:00:00,2020-10-18,14:00:00
6999,2.0,2020-10-18 15:00:00,2020-10-18,15:00:00
7000,2.0,2020-10-18 16:00:00,2020-10-18,16:00:00
7001,2.0,2020-10-18 17:00:00,2020-10-18,17:00:00
7002,3.0,2020-10-18 18:00:00,2020-10-18,18:00:00
7003,1.0,2020-10-18 19:00:00,2020-10-18,19:00:00
7004,1.0,2020-10-18 20:00:00,2020-10-18,20:00:00
7005,2.0,2020-10-18 21:00:00,2020-10-18,21:00:00
7006,5.0,2020-10-18 22:00:00,2020-10-18,22:00:00
7007,2.0,2020-10-18 23:00:00,2020-10-18,23:00:00
7008,2.0,2020-10-19 00:00:00,2020-10-19,00:00:00
7009,3.0,2020-10-19 01:00:00,2020-10-19,01:00:00
7010,5.0,2020-10-19 02:00:00,2020-10-19,02:00:00
7011,3.0,2020-10-19 03:00:00,2020-10-19,03:00:00
7012,1.0,2020-10-19 04:00:00,2020-10-19,04:00:00
7013,2.0,2020-10-19 05:00:00,2020-10-19,05:00:00
7014,3.0,2020-10-19 06:00:00,2020-10-19,06:00:00
7015,1.0,2020-10-19 07:00:00,2020-10-19,07:00:00
7016,2.0,2020-10-19 08:00:00,2020-10-19,08:00:00
7017,4.0,2020-10-19 09:00:00,2020-10-19,09:00:00
7018,1.0,2020-10-19 10:00:00,2020-10-19,10:00:00
7019,2.0,2020-10-19 11:00:00,2020-10-19,11:00:00
7020,1.0,2020-10-19 12:00:00,2020-10-19,12:00:00
7021,2.0,2020-10-19 13:00:00,2020-10-19,13:00:00
7022,2.0,2020-10-19 14:00:00,2020-10-19,14:00:00
7023,4.0,2020-10-19 15:00:00,2020-10-19,15:00:00
7024,3.0,2020-10-19 16:00:00,2020-10-19,16:00:00
7025,0.0,2020-10-19 17:00:00,2020-10-19,17:00:00
7026,2.0,2020-10-19 18:00:00,2020-10-19,18:00:00
7027,4.0,2020-10-19 19:00:00,2020-10-19,19:00:00
7028,4.0,2020-10-19 20:00:00,2020-10-19,20:00:00
7029,5.0,2020-10-19 21:00:00,2020-10-19,21:00:00
7030,2.0,2020-10-19 22:00:00,2020-10-19,22:00:00
7031,2.0,2020-10-19 23:00:00,2020-10-19,23:00:00
7032,6.0,2020-10-20 00:00:00,2020-10-20,00:00:00
7033,3.0,2020-10-20 01:00:00,2020-10-20,01:00:00
7034,2.0,2020-10-20 02:00:00,2020-10-20,02:00:00
7035,1.0,2020-10-20 03:00:00,2020-10-20,03:00:00
7036,3.0,2020-10-20 04:00:00,2020-10-20,04:00:00
7037,5.0,2020-10-20 05:00:00,2020-10-20,05:00:00
7038,4.0,2020-10-20 06:00:00,2020-10-20,06:00:00
7039,3.0,2020-10-20 07:00:00,2020-10-20,07:00:00
7040,3.0,2020-10-20 08:00:00,2020-10-20,08:00:00
7041,2.0,2020-10-20 09:00:00,2020-10-20,09:00:00
7042,3.0,2020-10-20 10:00:00,2020-10-20,10:00:00
7043,4.0,2020-10-20 11:00:00,2020-10-20,11:00:00
7044,2.0,2020-10-20 12:00:00,2020-10-20,12:00:00
7045,1.0,2020-10-20 13:00:00,2020-10-20,13:00:00
7046,3.0,2020-10-20 14:00:00,2020-10-20,14:00:00
7047,3.0,2020-10-20 15:00:00,2020-10-20,15:00:00
7048,5.0,2020-10-20 16:00:00,2020-10-20,16:00:00
7049,4.0,2020-10-20 17:00:00,2020-10-20,17:00:00
7050,4.0,2020-10-20 18:00:00,2020-10-20,18:00:00
7051,1.0,2020-10-20 19:00:00,2020-10-20,19:00:00
7052,2.0,2020-10-20 20:00:00,2020-10-20,20:00:00
7053,4.0,2020-10-20 21:00:00,2020-10-20,21:00:00
7054,6.0,2020-10-20 22:00:00,2020-10-20,22:00:00
7055,2.0,2020-10-20 23:00:00,2020-10-20,23:00:00
7056,5.0,2020-10-21 00:00:00,2020-10-21,00:00:00
7057,0.0,2020-10-21 01:00:00,2020-10-21,01:00:00
7058,1.0,2020-10-21 02:00:00,2020-10-21,02:00:00
7059,3.0,2020-10-21 03:00:00,2020-10-21,03:00:00
7060,1.0,2020-10-21 04:00:00,2020-10-21,04:00:00
7061,2.0,2020-10-21 05:00:00,2020-10-21,05:00:00
7062,5.0,2020-10-21 06:00:00,2020-10-21,06:00:00
7063,3.0,2020-10-21 07:00:00,2020-10-21,07:00:00
7064,2.0,2020-10-21 08:00:00,2020-10-21,08:00:00
7065,1.0,2020-10-21 09:00:00,2020-10-21,09:00:00
7066,1.0,2020-10-21 10:00:00,2020-10-21,10:00:00
7067,1.0,2020-10-21 11:00:00,2020-10-21,11:00:00
7068,3.0,2020-10-21 12:00:00,2020-10-21,12:00:00
7069,5.0,2020-10-21 13:00:00,2020-10-21,13:00:00
7070,3.0,2020-10-21 14:00:00,2020-10-21,14:00:00
7071,2.0,2020-10-21 15:00:00,2020-10-21,15:00:00
7072,4.0,2020-10-21 16:00:00,2020-10-21,16:00:00
7073,3.0,2020-10-21 17:00:00,2020-10-21,17:00:00
7074,4.0,2020-10-21 18:00:00,2020-10-21,18:00:00
7075,3.0,2020-10-21 19:00:00,2020-10-21,19:00:00
7076,0.0,2020-10-21 20:00:00,2020-10-21,20:00:00
7077,2.0,2020-10-21 21:00:00,2020-10-21,21:00:00
7078,5.0,2020-10-21 22:00:00,2020-10-21,22:00:00
7079,2.0,2020-10-21 23:00:00,2020-10-21,23:00:00
7080,1.0,2020-10-22 00:00:00,2020-10-22,00:00:00
7081,2.0,2020-10-22 01:00:00,2020-10-22,01:00:00
7082,1.0,2020-10-22 02:00:00,2020-10-22,02:00:00
7083,4.0,2020-10-22 03:00:00,2020-10-22,03:00:00
7084,5.0,2020-10-22 04:00:00,2020-10-22,04:00:00
7085,4.0,2020-10-22 05:00:00,2020-10-22,05:00:00
7086,1.0,2020-10-22 06:00:00,2020-10-22,06:00:00
7087,4.0,2020-10-22 07:00:00,2020-10-22,07:00:00
7088,4.0,2020-10-22 08:00:00,2020-10-22,08:00:00
7089,2.0,2020-10-22 09:00:00,2020-10-22,09:00:00
7090,5.0,2020-10-22 10:00:00,2020-10-22,10:00:00
7091,3.0,2020-10-22 11:00:00,2020-10-22,11:00:00
7092,1.0,2020-10-22 12:00:00,2020-10-22,12:00:00
7093,7.0,2020-10-22 13:00:00,2020-10-22,13:00:00
7094,5.0,2020-10-22 14:00:00,2020-10-22,14:00:00
7095,2.0,2020-10-22 15:00:00,2020-10-22,15:00:00
7096,6.0,2020-10-22 16:00:00,2020-10-22,16:00:00
7097,2.0,2020-10-22 17:00:00,2020-10-22,17:00:00
7098,3.0,2020-10-22 18:00:00,2020-10-22,18:00:00
7099,2.0,2020-10-22 19:00:00,2020-10-22,19:00:00
7100,3.0,2020-10-22 20:00:00,2020-10-22,20:00:00
7101,2.0,2020-10-22 21:00:00,2020-10-22,21:00:00
7102,7.0,2020-10-22 22:00:00,2020-10-22,22:00:00
7103,4.0,2020-10-22 23:00:00,2020-10-22,23:00:00
7104,5.0,2020-10-23 00:00:00,2020-10-23,00:00:00
7105,1.0,2020-10-23 01:00:00,2020-10-23,01:00:00
7106,5.0,2020-10-23 02:00:00,2020-10-23,02:00:00
7107,1.0,2020-10-23 03:00:00,2020-10-23,03:00:00
7108,5.0,2020-10-23 04:00:00,2020-10-23,04:00:00
7109,7.0,2020-10-23 05:00:00,2020-10-23,05:00:00
7110,2.0,2020-10-23 06:00:00,2020-10-23,06:00:00
7111,0.0,2020-10-23 07:00:00,2020-10-23,07:00:00
7112,7.0,2020-10-23 08:00:00,2020-10-23,08:00:00
7113,1.0,2020-10-23 09:00:00,2020-10-23,09:00:00
7114,5.0,2020-10-23 10:00:00,2020-10-23,10:00:00
7115,5.0,2020-10-23 11:00:00,2020-10-23,11:00:00
7116,3.0,2020-10-23 12:00:00,2020-10-23,12:00:00
7117,4.0,2020-10-23 13:00:00,2020-10-23,13:00:00
7118,2.0,2020-10-23 14:00:00,2020-10-23,14:00:00
7119,5.0,2020-10-23 15:00:00,2020-10-23,15:00:00
7120,4.0,2020-10-23 16:00:00,2020-10-23,16:00:00
7121,4.0,2020-10-23 17:00:00,2020-10-23,17:00:00
7122,1.0,2020-10-23 18:00:00,2020-10-23,18:00:00
7123,1.0,2020-10-23 19:00:00,2020-10-23,19:00:00
7124,4.0,2020-10-23 20:00:00,2020-10-23,20:00:00
7125,1.0,2020-10-23 21:00:00,2020-10-23,21:00:00
7126,5.0,2020-10-23 22:00:00,2020-10-23,22:00:00
7127,6.0,2020-10-23 23:00:00,2020-10-23,23:00:00
7128,2.0,2020-10-24 00:00:00,2020-10-24,00:00:00
7129,5.0,2020-10-24 01:00:00,2020-10-24,01:00:00
7130,2.0,2020-10-24 02:00:00,2020-10-24,02:00:00
7131,2.0,2020-10-24 03:00:00,2020-10-24,03:00:00
7132,2.0,2020-10-24 04:00:00,2020-10-24,04:00:00
7133,1.0,2020-10-24 05:00:00,2020-10-24,05:00:00
7134,3.0,2020-10-24 06:00:00,2020-10-24,06:00:00
7135,3.0,2020-10-24 07:00:00,2020-10-24,07:00:00
7136,6.0,2020-10-24 08:00:00,2020-10-24,08:00:00
7137,6.0,2020-10-24 09:00:00,2020-10-24,09:00:00
7138,3.0,2020-10-24 10:00:00,2020-10-24,10:00:00
7139,2.0,2020-10-24 11:00:00,2020-10-24,11:00:00
7140,4.0,2020-10-24 12:00:00,2020-10-24,12:00:00
7141,3.0,2020-10-24 13:00:00,2020-10-24,13:00:00
7142,2.0,2020-10-24 14:00:00,2020-10-24,14:00:00
7143,3.0,2020-10-24 15:00:00,2020-10-24,15:00:00
7144,2.0,2020-10-24 16:00:00,2020-10-24,16:00:00
7145,2.0,2020-10-24 17:00:00,2020-10-24,17:00:00
7146,2.0,2020-10-24 18:00:00,2020-10-24,18:00:00
7147,4.0,2020-10-24 19:00:00,2020-10-24,19:00:00
7148,1.0,2020-10-24 20:00:00,2020-10-24,20:00:00
7149,2.0,2020-10-24 21:00:00,2020-10-24,21:00:00
7150,3.0,2020-10-24 22:00:00,2020-10-24,22:00:00
7151,3.0,2020-10-24 23:00:00,2020-10-24,23:00:00
7152,2.0,2020-10-25 00:00:00,2020-10-25,00:00:00
7153,1.0,2020-10-25 01:00:00,2020-10-25,01:00:00
7154,1.0,2020-10-25 02:00:00,2020-10-25,02:00:00
7155,1.0,2020-10-25 03:00:00,2020-10-25,03:00:00
7156,1.0,2020-10-25 04:00:00,2020-10-25,04:00:00
7157,3.0,2020-10-25 05:00:00,2020-10-25,05:00:00
7158,1.0,2020-10-25 06:00:00,2020-10-25,06:00:00
7159,3.0,2020-10-25 07:00:00,2020-10-25,07:00:00
7160,3.0,2020-10-25 08:00:00,2020-10-25,08:00:00
7161,3.0,2020-10-25 09:00:00,2020-10-25,09:00:00
7162,4.0,2020-10-25 10:00:00,2020-10-25,10:00:00
7163,3.0,2020-10-25 11:00:00,2020-10-25,11:00:00
7164,3.0,2020-10-25 12:00:00,2020-10-25,12:00:00
7165,4.0,2020-10-25 13:00:00,2020-10-25,13:00:00
7166,3.0,2020-10-25 14:00:00,2020-10-25,14:00:00
7167,4.0,2020-10-25 15:00:00,2020-10-25,15:00:00
7168,5.0,2020-10-25 16:00:00,2020-10-25,16:00:00
7169,1.0,2020-10-25 17:00:00,2020-10-25,17:00:00
7170,4.0,2020-10-25 18:00:00,2020-10-25,18:00:00
7171,4.0,2020-10-25 19:00:00,2020-10-25,19:00:00
7172,3.0,2020-10-25 20:00:00,2020-10-25,20:00:00
7173,3.0,2020-10-25 21:00:00,2020-10-25,21:00:00
7174,3.0,2020-10-25 22:00:00,2020-10-25,22:00:00
7175,5.0,2020-10-25 23:00:00,2020-10-25,23:00:00
7176,2.0,2020-10-26 00:00:00,2020-10-26,00:00:00
7177,1.0,2020-10-26 01:00:00,2020-10-26,01:00:00
7178,4.0,2020-10-26 02:00:00,2020-10-26,02:00:00
7179,4.0,2020-10-26 03:00:00,2020-10-26,03:00:00
7180,7.0,2020-10-26 04:00:00,2020-10-26,04:00:00
7181,4.0,2020-10-26 05:00:00,2020-10-26,05:00:00
7182,3.0,2020-10-26 06:00:00,2020-10-26,06:00:00
7183,5.0,2020-10-26 07:00:00,2020-10-26,07:00:00
7184,3.0,2020-10-26 08:00:00,2020-10-26,08:00:00
7185,3.0,2020-10-26 09:00:00,2020-10-26,09:00:00
7186,1.0,2020-10-26 10:00:00,2020-10-26,10:00:00
7187,1.0,2020-10-26 11:00:00,2020-10-26,11:00:00
7188,1.0,2020-10-26 12:00:00,2020-10-26,12:00:00
7189,5.0,2020-10-26 13:00:00,2020-10-26,13:00:00
7190,0.0,2020-10-26 14:00:00,2020-10-26,14:00:00
7191,3.0,2020-10-26 15:00:00,2020-10-26,15:00:00
7192,1.0,2020-10-26 16:00:00,2020-10-26,16:00:00
7193,5.0,2020-10-26 17:00:00,2020-10-26,17:00:00
7194,5.0,2020-10-26 18:00:00,2020-10-26,18:00:00
7195,5.0,2020-10-26 19:00:00,2020-10-26,19:00:00
7196,2.0,2020-10-26 20:00:00,2020-10-26,20:00:00
7197,4.0,2020-10-26 21:00:00,2020-10-26,21:00:00
7198,4.0,2020-10-26 22:00:00,2020-10-26,22:00:00
7199,2.0,2020-10-26 23:00:00,2020-10-26,23:00:00
7200,4.0,2020-10-27 00:00:00,2020-10-27,00:00:00
7201,5.0,2020-10-27 01:00:00,2020-10-27,01:00:00
7202,1.0,2020-10-27 02:00:00,2020-10-27,02:00:00
7203,3.0,2020-10-27 03:00:00,2020-10-27,03:00:00
7204,2.0,2020-10-27 04:00:00,2020-10-27,04:00:00
7205,1.0,2020-10-27 05:00:00,2020-10-27,05:00:00
7206,3.0,2020-10-27 06:00:00,2020-10-27,06:00:00
7207,5.0,2020-10-27 07:00:00,2020-10-27,07:00:00
7208,7.0,2020-10-27 08:00:00,2020-10-27,08:00:00
